A Matrix
PRP->some nan
RB->some nan
CC->some nan
NP->time 0.0116213440059
NN->time 0.0024590998275
JJ->time 0.0115849998978
IN->time 0.00661883242918
VB->time 0.0275672500891
TO->time 0.0150546030094
DT->time 0.0528273256561
PRP->time 0.000303144991517
RB->time 0.0480506795398
CC->time 0.0378005388759
NP->he 0.000679154972419
NN->he 0.00462913629339
JJ->he 0.00364985943204
IN->he 0.00468070709646
VB->he 0.00233178609096
TO->he 0.00507515300077
DT->he 0.00446761383778
PRP->he 0.0019718594895
RB->he 0.000184206646327
CC->he 0.00200959869724
NP->will nan
NN->will nan
JJ->will nan
IN->will nan
VB->will nan
TO->will nan
DT->will nan
PRP->will nan
RB->will nan
CC->will nan
NP->be nan
NN->be nan
JJ->be nan
IN->be nan
VB->be nan
TO->be nan
DT->be nan
PRP->be nan
RB->be nan
CC->be nan
NP->succeeded 0.0081203163495
NN->succeeded 0.0260991633715
JJ->succeeded 0.00609660719372
IN->succeeded 0.0368656650024
VB->succeeded 0.0309201971528
TO->succeeded 0.0275311897385
DT->succeeded 0.0218887780072
PRP->succeeded 0.0360447026941
RB->succeeded 0.0211722747898
CC->succeeded 0.0229710167475
NP->by nan
NN->by nan
JJ->by nan
IN->by nan
VB->by nan
TO->by nan
DT->by nan
PRP->by nan
RB->by nan
CC->by nan
NP->rob 0.0539829193704
NN->rob 0.0271164250623
JJ->rob 0.0298358342683
IN->rob 0.00234865496822
VB->rob 0.0308853542647
TO->rob 0.0124131184524
DT->rob 0.0269791432509
PRP->rob 0.047922041755
RB->rob 0.03672267348
CC->rob 0.0067308408758
NP->ledford 0.00423602043552
NN->ledford 0.00385527709719
JJ->ledford 0.0424934183742
IN->ledford 0.00256735438639
VB->ledford 0.00897639743265
TO->ledford 0.0362381225525
DT->ledford 0.0223967712343
PRP->ledford 0.0190900588153
RB->ledford 0.0326525049952
CC->ledford 0.033878002474
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->gainesville 0.0227204820621
NN->gainesville 0.0331753880472
JJ->gainesville 0.0427361477476
IN->gainesville 0.0322178973864
VB->gainesville 0.0187759283185
TO->gainesville 0.022592325929
DT->gainesville 0.0075362758892
PRP->gainesville 0.0247949825991
RB->gainesville 0.000401439734795
CC->gainesville 0.0487609172487
NP->who 0.030594961568
NN->who 0.0136968338936
JJ->who 0.0527874631415
IN->who 0.0381650340489
VB->who 0.0455101615506
TO->who 0.0154350873896
DT->who 0.0277222958558
PRP->who 0.0395316482441
RB->who 0.0083630770446
CC->who 0.0523886872237
NP->has nan
NN->has nan
JJ->has nan
IN->has nan
VB->has nan
TO->has nan
DT->has nan
PRP->has nan
RB->has nan
CC->has nan
NP->been nan
NN->been nan
JJ->been nan
IN->been nan
VB->been nan
TO->been nan
DT->been nan
PRP->been nan
RB->been nan
CC->been nan
NP->an nan
NN->an nan
JJ->an nan
IN->an nan
VB->an nan
TO->an nan
DT->an nan
PRP->an nan
RB->an nan
CC->an nan
NP->assistant 0.0273275168972
NN->assistant 0.0135256322505
JJ->assistant 0.0461109546196
IN->assistant 0.0170607572674
VB->assistant 0.0268800538986
TO->assistant 0.0218374849632
DT->assistant 0.0100969926157
PRP->assistant 0.032330862396
RB->assistant 0.00915743956247
CC->assistant 0.0335775025273
NP->more 0.0461517946822
NN->more 0.043929733742
JJ->more 0.0236935461537
IN->more 0.0356514057135
VB->more 0.0175869298091
TO->more 0.0389327865283
DT->more 0.00321855529882
PRP->more 0.0401453438755
RB->more 0.00320227661299
CC->more 0.0191177081821
NP->than 0.0124603352824
NN->than 0.0165546328263
JJ->than 0.00656220811118
IN->than 0.0437022340066
VB->than 0.0481599282248
TO->than 0.0145067081705
DT->than 0.03550828103
PRP->than 0.0185811081993
RB->than 0.0370748785862
CC->than 0.0358286754294
NP->three 0.011352972745
NN->three 0.0325612993757
JJ->three 0.0213320980439
IN->three 0.00350761269681
VB->three 0.0491027557953
TO->three 0.0104491814841
DT->three 0.0146335126364
PRP->three 0.0467825195205
RB->three 0.0105138221689
CC->three 0.00234026049143
NP->years 0.0219392615766
NN->years 0.0114189332996
JJ->years 0.0240236399179
IN->years 0.0319127286973
VB->years 0.00250825566968
TO->years 0.0252839097204
DT->years 0.0247154052994
PRP->years 0.0426161980785
RB->years 0.0507258634943
CC->years 0.0125678470194
NP->when nan
NN->when nan
JJ->when nan
IN->when nan
VB->when nan
TO->when nan
DT->when nan
PRP->when nan
RB->when nan
CC->when nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->gubernatorial 0.0065275619156
NN->gubernatorial 0.0173501129272
JJ->gubernatorial 0.0129688485358
IN->gubernatorial 0.0323087547459
VB->gubernatorial 0.0417592144076
TO->gubernatorial 0.00220143440344
DT->gubernatorial 0.0390094266988
PRP->gubernatorial 0.0392022588347
RB->gubernatorial 0.019237191378
CC->gubernatorial 0.0382446566168
NP->campaign 0.0495053404282
NN->campaign 0.0171261320867
JJ->campaign 0.0431709499177
IN->campaign 0.0372887679612
VB->campaign 0.0564280745884
TO->campaign 0.0403035959021
DT->campaign 0.0043259231828
PRP->campaign 0.0276319640976
RB->campaign 0.0102041577791
CC->campaign 0.015566646738
NP->starts 0.0104014793558
NN->starts 0.0116991124664
JJ->starts 0.0259582980074
IN->starts 0.00532259040571
VB->starts 0.0398640080008
TO->starts 0.0356675524001
DT->starts 0.0144261893482
PRP->starts 0.0176495545901
RB->starts 0.0345248736081
CC->starts 0.000987893891878
NP->caldwell 0.00514726465791
NN->caldwell 0.0158544338939
JJ->caldwell 0.0415773338037
IN->caldwell 0.0350195000842
VB->caldwell 0.0107829312431
TO->caldwell 0.0286128125768
DT->caldwell 0.017405732079
PRP->caldwell 0.0198534343538
RB->caldwell 0.0341262825849
CC->caldwell 0.0469722848424
NP->is nan
NN->is nan
JJ->is nan
IN->is nan
VB->is nan
TO->is nan
DT->is nan
PRP->is nan
RB->is nan
CC->is nan
NP->expected 0.0274620489292
NN->expected 0.0534532898822
JJ->expected 0.0109106555843
IN->expected 0.0231097969668
VB->expected 0.0105498935117
TO->expected 0.0402353153535
DT->expected 0.0110146141031
PRP->expected 0.0456124160709
RB->expected 0.0421912424352
CC->expected 0.0185394901426
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->become 0.0541615798791
NN->become 0.0430705276616
JJ->become 0.0470361370949
IN->become 0.0202632723733
VB->become 0.00516862117819
TO->become 0.043630445092
DT->become 0.0151692793634
PRP->become 0.0445996795364
RB->become 0.0215858122144
CC->become 0.0354949227625
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->campaign 0.0495053404282
NN->campaign 0.0171261320867
JJ->campaign 0.0431709499177
IN->campaign 0.0372887679612
VB->campaign 0.0564280745884
TO->campaign 0.0403035959021
DT->campaign 0.0043259231828
PRP->campaign 0.0276319640976
RB->campaign 0.0102041577791
CC->campaign 0.015566646738
NP->coordinator 0.0253008405425
NN->coordinator 0.0396976105433
JJ->coordinator 0.0226989983431
IN->coordinator 0.0282840586627
VB->coordinator 0.0336876383299
TO->coordinator 0.0165087750277
DT->coordinator 0.0311380588375
PRP->coordinator 0.00602472095468
RB->coordinator 0.0343397200863
CC->coordinator 0.0138792212341
NP->for nan
NN->for nan
JJ->for nan
IN->for nan
VB->for nan
TO->for nan
DT->for nan
PRP->for nan
RB->for nan
CC->for nan
NP->byrd 0.0439470893659
NN->byrd 0.043518552766
JJ->byrd 0.00785392421157
IN->byrd 0.0302628414233
VB->byrd 0.0318729208027
TO->byrd 0.0135256658154
DT->byrd 0.0388357561183
PRP->byrd 0.0238811876432
RB->byrd 0.0503933825196
CC->byrd 0.0487236714175
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->georgia 0.0562948761157
NN->georgia 0.0199158945758
JJ->georgia 0.0656372352878
IN->georgia 0.0571843954684
VB->georgia 0.0661916212228
TO->georgia 0.0507408017135
DT->georgia 0.0102122162459
PRP->georgia 0.0608095156439
RB->georgia 0.0043397746562
CC->georgia 0.0742378696014
NP->legislature nan
NN->legislature nan
JJ->legislature nan
IN->legislature nan
VB->legislature nan
TO->legislature nan
DT->legislature nan
PRP->legislature nan
RB->legislature nan
CC->legislature nan
NP->will nan
NN->will nan
JJ->will nan
IN->will nan
VB->will nan
TO->will nan
DT->will nan
PRP->will nan
RB->will nan
CC->will nan
NP->wind 0.0552166400625
NN->wind 0.0248060249105
JJ->wind 0.0121197778193
IN->wind 0.00143432991684
VB->wind 0.01557326282
TO->wind 0.0348767889669
DT->wind 0.0217401032589
PRP->wind 0.0602141668042
RB->wind 0.028340471533
CC->wind 0.0447363502767
NP->up 0.0532420228888
NN->up 0.0580385466048
JJ->up 0.0717359189635
IN->up 0.080092899009
VB->up 0.0538691998795
TO->up 0.0178963930259
DT->up 0.072782872139
PRP->up 0.0486997610263
RB->up 0.0494157317706
CC->up 0.0534454383043
NP->its nan
NN->its nan
JJ->its nan
IN->its nan
VB->its nan
TO->its nan
DT->its nan
PRP->its nan
RB->its nan
CC->its nan
NP->1961 0.0685693928809
NN->1961 0.0378981553815
JJ->1961 0.0473050301093
IN->1961 0.0385926501634
VB->1961 0.0687585478506
TO->1961 0.0687235365973
DT->1961 0.0196472578605
PRP->1961 0.0265672836994
RB->1961 0.0209316170209
CC->1961 0.0436946154849
NP->session 0.0307301040049
NN->session 0.0106884944752
JJ->session 0.0542336483541
IN->session 0.0181229463655
VB->session 0.055954333608
TO->session 0.00641801431997
DT->session 0.0399205262175
PRP->session 0.00740519335758
RB->session 0.00586553904017
CC->session 0.0333574906509
NP->monday 0.0129193201179
NN->monday 0.0144320025682
JJ->monday 0.0187063820222
IN->monday 0.0260210035474
VB->monday 0.0244335769439
TO->monday 0.000805387095622
DT->monday 0.0134463067233
PRP->monday 0.0245676124411
RB->monday 0.00540336429138
CC->monday 0.0078723230297
NP->and nan
NN->and nan
JJ->and nan
IN->and nan
VB->and nan
TO->and nan
DT->and nan
PRP->and nan
RB->and nan
CC->and nan
NP->head 0.0420808475752
NN->head 0.0681849972364
JJ->head 0.087435942053
IN->head 0.052641003761
VB->head 0.0247289658125
TO->head 0.0726756937404
DT->head 0.0148809626774
PRP->head 0.0486034427361
RB->head 0.0141881330607
CC->head 0.00377430805328
NP->for nan
NN->for nan
JJ->for nan
IN->for nan
VB->for nan
TO->for nan
DT->for nan
PRP->for nan
RB->for nan
CC->for nan
NP->home 0.00439580909659
NN->home 0.042679454353
JJ->home 0.0259537962525
IN->home 0.056101282301
VB->home 0.0367425287959
TO->home 0.0124974168351
DT->home 0.0599651602094
PRP->home 0.0436134386738
RB->home 0.063549807037
CC->home 0.0337229714892
NP->where 0.0302149872366
NN->where 0.00996769584098
JJ->where 0.0896256683272
IN->where 0.0226844623331
VB->where 0.0473761761693
TO->where 0.0264903911291
DT->where 0.0322554884728
PRP->where 0.0312258770023
RB->where 0.0136935291826
CC->where 0.0329715705035
NP->some nan
NN->some nan
JJ->some nan
IN->some nan
VB->some nan
TO->some nan
DT->some nan
PRP->some nan
RB->some nan
CC->some nan
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->highway 0.0605543828673
NN->highway 0.0847212675851
JJ->highway 0.0319004297068
IN->highway 0.000927718010344
VB->highway 0.0330578306811
TO->highway 0.0254349254506
DT->highway 0.0223268453261
PRP->highway 0.0525628529765
RB->highway 0.0370529809289
CC->highway 0.00601425267612
NP->bond 0.0394032435759
NN->bond 0.0100407911388
JJ->bond 0.0157274546694
IN->bond 0.0328181425216
VB->bond 0.00472922949564
TO->bond 0.0411084963971
DT->bond 0.0334249437534
PRP->bond 0.0115926350291
RB->bond 0.0285318932305
CC->bond 0.0306721456327
NP->money nan
NN->money nan
JJ->money nan
IN->money nan
VB->money nan
TO->money nan
DT->money nan
PRP->money nan
RB->money nan
CC->money nan
NP->it nan
NN->it nan
JJ->it nan
IN->it nan
VB->it nan
TO->it nan
DT->it nan
PRP->it nan
RB->it nan
CC->it nan
NP->approved 0.00498129275297
NN->approved 0.0168602057008
JJ->approved 0.00656643277317
IN->approved 0.0211463429645
VB->approved 0.00869836997494
TO->approved 0.0540982178144
DT->approved 0.0360269663884
PRP->approved 0.0314357933274
RB->approved 0.0415960501306
CC->approved 0.0115791573436
NP->will nan
NN->will nan
JJ->will nan
IN->will nan
VB->will nan
TO->will nan
DT->will nan
PRP->will nan
RB->will nan
CC->will nan
NP->follow nan
NN->follow nan
JJ->follow nan
IN->follow nan
VB->follow nan
TO->follow nan
DT->follow nan
PRP->follow nan
RB->follow nan
CC->follow nan
NP->shortly 0.000681897288131
NN->shortly 0.0672086599243
JJ->shortly 0.0386729569288
IN->shortly 0.0390196984833
VB->shortly 0.0217259352746
TO->shortly 9.22824209423e-05
DT->shortly 0.06303961257
PRP->shortly 0.0186168024188
RB->shortly 0.00534474596131
CC->shortly 0.0128455768217
NP-> 0.0576155147741
NN-> 0.0455286921651
JJ-> 0.057286653258
IN-> 0.0177295352845
VB-> 0.0523560097744
TO-> 0.012885165813
DT-> 0.00354078219835
PRP-> 0.0538279702145
RB-> 0.0157681676407
CC-> 0.00696579805246
NP->before 0.0630399217782
NN->before 0.0129047692575
JJ->before 0.0205860746294
IN->before 0.0203319461158
VB->before 0.0275475189231
TO->before 0.00693278193269
DT->before 0.0112348724348
PRP->before 0.0470696928495
RB->before 0.038338830539
CC->before 0.0452938663253
NP->adjournment 0.0457176072215
NN->adjournment 0.00210331849088
JJ->adjournment 0.0482803428927
IN->adjournment 0.0352173735388
VB->adjournment 0.0282831612425
TO->adjournment 0.0356564827786
DT->adjournment 0.0234374642326
PRP->adjournment 0.00492781595721
RB->adjournment 0.00766451083839
CC->adjournment 0.0132526982528
NP->monday 0.0129193201179
NN->monday 0.0144320025682
JJ->monday 0.0187063820222
IN->monday 0.0260210035474
VB->monday 0.0244335769439
TO->monday 0.000805387095622
DT->monday 0.0134463067233
PRP->monday 0.0245676124411
RB->monday 0.00540336429138
CC->monday 0.0078723230297
NP->afternoon 0.0255376943868
NN->afternoon 0.0573572408075
JJ->afternoon 0.0571422477642
IN->afternoon 0.0469482165122
VB->afternoon 0.0485008600356
TO->afternoon 0.0181780828521
DT->afternoon 0.0144022774414
PRP->afternoon 0.0109603428256
RB->afternoon 0.00949562090388
CC->afternoon 0.0202171954331
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->senate 0.0169387087532
NN->senate 0.0120901860342
JJ->senate 0.0165025407359
IN->senate 0.0344945948817
VB->senate 0.0413398970224
TO->senate 0.0574766896968
DT->senate 0.0450060168764
PRP->senate 0.0287666969768
RB->senate 0.0052794338397
CC->senate 0.0217514095489
NP->is nan
NN->is nan
JJ->is nan
IN->is nan
VB->is nan
TO->is nan
DT->is nan
PRP->is nan
RB->is nan
CC->is nan
NP->expected 0.0274620489292
NN->expected 0.0534532898822
JJ->expected 0.0109106555843
IN->expected 0.0231097969668
VB->expected 0.0105498935117
TO->expected 0.0402353153535
DT->expected 0.0110146141031
PRP->expected 0.0456124160709
RB->expected 0.0421912424352
CC->expected 0.0185394901426
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->approve 0.00103987138328
NN->approve 0.0539304205752
JJ->approve 0.0391389241937
IN->approve 0.0156692334727
VB->approve 0.0128208248786
TO->approve 0.00106645849154
DT->approve 0.045493412727
PRP->approve 0.0206638721019
RB->approve 0.037388192697
CC->approve 0.0364332409935
NP->a nan
NN->a nan
JJ->a nan
IN->a nan
VB->a nan
TO->a nan
DT->a nan
PRP->a nan
RB->a nan
CC->a nan
NP->study 0.0385735583285
NN->study 0.00379391189527
JJ->study 0.0289548582
IN->study 0.0585360868826
VB->study 0.0265690557969
TO->study 0.0628991883075
DT->study 0.0172622654079
PRP->study 0.0363133138801
RB->study 0.0197527106712
CC->study 0.0571836586975
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->the nan
NN->the nan
JJ->the nan
IN->the nan
VB->the nan
TO->the nan
DT->the nan
PRP->the nan
RB->the nan
CC->the nan
NP->number nan
NN->number nan
JJ->number nan
IN->number nan
VB->number nan
TO->number nan
DT->number nan
PRP->number nan
RB->number nan
CC->number nan
NP->of nan
NN->of nan
JJ->of nan
IN->of nan
VB->of nan
TO->of nan
DT->of nan
PRP->of nan
RB->of nan
CC->of nan
NP->legislators nan
NN->legislators nan
JJ->legislators nan
IN->legislators nan
VB->legislators nan
TO->legislators nan
DT->legislators nan
PRP->legislators nan
RB->legislators nan
CC->legislators nan
NP->allotted 0.0252611441362
NN->allotted 0.00584184903646
JJ->allotted 0.0569404758404
IN->allotted 0.0539156266943
VB->allotted 0.0394479918355
TO->allotted 0.0436766792708
DT->allotted 0.0242008472007
PRP->allotted 0.000913450970218
RB->allotted 0.00613791575377
CC->allotted 0.0524350741375
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->rural 0.0507032607841
NN->rural 0.0605643821386
JJ->rural 0.0687274499278
IN->rural 0.0396766342832
VB->rural 0.0211669757348
TO->rural 0.0504122300688
DT->rural 0.0281776648663
PRP->rural 0.0482593851689
RB->rural 0.0477881528989
CC->rural 0.0856583178674
NP->and nan
NN->and nan
JJ->and nan
IN->and nan
VB->and nan
TO->and nan
DT->and nan
PRP->and nan
RB->and nan
CC->and nan
NP->urban 0.0305634364922
NN->urban 0.00314744755468
JJ->urban 0.0220841616556
IN->urban 0.0201659527758
VB->urban 0.00427799105537
TO->urban 0.0388913860384
DT->urban 0.0566312001044
PRP->urban 0.0544500964783
RB->urban 0.0454548903032
CC->urban 0.0426343939258
NP->areas 0.0414770468077
NN->areas 0.0239029175214
JJ->areas 0.0129697185029
IN->areas 0.00947669339383
VB->areas 0.0234601912291
TO->areas 0.00692804175042
DT->areas 0.0100629524427
PRP->areas 0.0495688222873
RB->areas 0.0517517702324
CC->areas 0.0316027121577
NP->to nan
NN->to nan
JJ->to nan
IN->to nan
VB->to nan
TO->to nan
DT->to nan
PRP->to nan
RB->to nan
CC->to nan
NP->determine 0.0657997561651
NN->determine 0.0379472603793
JJ->determine 0.0503438510783
IN->determine 0.0159991096919
VB->determine 0.0456469907153
TO->determine 0.0376402035454
DT->determine 0.0100015484908
PRP->determine 0.0633182806291
RB->determine 0.0470151636224
CC->determine 0.0186405985704
NP->what 0.0169465324116
NN->what 0.0617031182481
JJ->what 0.0555180964683
IN->what 0.0288694691003
VB->what 0.0296609878803
TO->what 0.0530557002091
DT->what 0.0351095253564
PRP->what 0.0613497824194
RB->what 0.0445727172392
CC->what 0.0217664200263
NP->adjustments 0.063819026304
NN->adjustments 0.0109800383343
JJ->adjustments 0.0226485881468
IN->adjustments 0.038057051008
VB->adjustments 0.0450006715181
TO->adjustments 0.0532314222219
DT->adjustments 0.0570651086451
PRP->adjustments 0.0387612988873
RB->adjustments 0.0374149005546
CC->adjustments 0.0169057736668
NP->should nan
NN->should nan
JJ->should nan
IN->should nan
VB->should nan
TO->should nan
DT->should nan
PRP->should nan
RB->should nan
CC->should nan
NP->be nan
NN->be nan
JJ->be nan
IN->be nan
VB->be nan
TO->be nan
DT->be nan
PRP->be nan
RB->be nan
CC->be nan
NP->made 0.000260480657561
NN->made 0.0366863524529
JJ->made 0.058685218125
IN->made 0.0256013992577
VB->made 0.0312707372625
TO->made 0.00550364511121
DT->made 0.0381571891199
PRP->made 0.0468695254729
RB->made 0.051563527991
CC->made 0.0397112519207
NP-> 0.0576155147741
NN-> 0.0455286921651
JJ-> 0.057286653258
IN-> 0.0177295352845
VB-> 0.0523560097744
TO-> 0.012885165813
DT-> 0.00354078219835
